id_transacao,id_tipo_transacao,id_pais_origem,id_pais_destino,id_produto,valor_monetario_transacao,quantidade_transacionada,id_transporte,id_cambio,descricao_tipo_transacao,descricao_transporte,data,id_moeda_origem,id_moeda_destino,taxa_cambio_transacao,descricao_moeda_origem,pais_moeda_origem,descricao_moeda_destino,pais_moeda_destino,nome_pais_origem,codigo_iso_pais_origem,bloco_id_origem,nome_pais_destino,codigo_iso_pais_destino,bloco_id_destino,valor_convertido_transacao
680,4,4,3,22,9249.47,1991,2,338,Compra internacional,Aéreo,2023-02-26,5,1,5.410147,Euro,Zona do Euro,Real Brasileiro,Brasil,Uruguai,URY,1.0,Paraguai,PRY,1.0,50040.99237209
681,5,9,14,25,10160.64,390,3,339,Venda internacional,Rodoviário,2023-02-26,9,1,0.727207,Yuan Chinês,China,Real Brasileiro,Brasil,Portugal,PRT,2.0,México,MEX,3.0,7388.88853248
682,6,14,25,28,11071.81,789,4,340,Devolução internacional,Ferroviário,2023-02-26,10,6,0.007315,Iene Japonês,Japão,Dólar Americano,Estados Unidos,México,MEX,3.0,Emirados Árabes Unidos,ARE,8.0,80.99029014999999
683,1,19,36,31,11982.98,1188,5,341,Importação,Multimodal,2023-02-26,15,1,0.006232,Peso Chileno,Chile,Real Brasileiro,Brasil,Rússia,RUS,6.0,Tailândia,THA,4.0,74.67793135999999
684,2,24,7,34,12893.15,1587,6,342,Exportação,Courier Internacional,2023-02-26,18,1,1.492272,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Itália,ITA,2.0,19240.0867368
685,4,12,13,6,2909.41,1219,1,343,Compra internacional,Marítimo,2023-02-27,6,1,5.216806,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Canadá,CAN,3.0,15177.827544459999
686,5,17,24,9,3820.58,1625,2,344,Venda internacional,Aéreo,2023-02-27,5,1,5.401639,Euro,Zona do Euro,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Bolívia,BOL,7.0,20637.39393062
687,6,22,35,12,4731.75,31,3,345,Devolução internacional,Rodoviário,2023-02-27,9,1,0.727294,Yuan Chinês,China,Real Brasileiro,Brasil,Peru,PER,7.0,Singapura,SGP,4.0,3441.3733845
688,1,27,6,15,5642.92,437,4,346,Importação,Ferroviário,2023-02-27,10,6,0.007332,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Egito,EGY,8.0,França,FRA,2.0,41.37388944
689,2,32,17,18,6553.09,843,5,347,Exportação,Multimodal,2023-02-27,15,1,0.006254,Peso Chileno,Chile,Real Brasileiro,Brasil,Suécia,SWE,2.0,Coreia do Sul,KOR,5.0,40.98302486
690,3,37,28,21,7464.26,1249,6,348,Transferência entre filiais,Courier Internacional,2023-02-27,18,1,1.495993,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Austrália,AUS,5.0,11166.48071018
691,4,2,39,24,8375.43,1655,1,343,Compra internacional,Marítimo,2023-02-27,6,1,5.216806,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Malásia,MYS,4.0,43692.99347658
692,5,7,10,27,9286.6,61,2,344,Venda internacional,Aéreo,2023-02-27,5,1,5.401639,Euro,Zona do Euro,Real Brasileiro,Brasil,Itália,ITA,2.0,Países Baixos,NLD,2.0,50162.860737400006
693,6,12,21,30,10197.77,467,3,345,Devolução internacional,Rodoviário,2023-02-27,9,1,0.727294,Yuan Chinês,China,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Chile,CHL,7.0,7416.77693438
694,1,17,32,33,11108.94,873,4,346,Importação,Ferroviário,2023-02-27,10,6,0.007332,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Coreia do Sul,KOR,5.0,Suécia,SWE,2.0,81.45074808
695,2,22,3,36,12019.11,1279,5,347,Exportação,Multimodal,2023-02-27,15,1,0.006254,Peso Chileno,Chile,Real Brasileiro,Brasil,Peru,PER,7.0,Paraguai,PRY,1.0,75.16751394
696,3,27,14,39,12930.28,1685,6,348,Transferência entre filiais,Courier Internacional,2023-02-27,18,1,1.495993,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,México,MEX,3.0,19343.60836804
697,5,15,20,11,2946.54,1240,1,349,Venda internacional,Marítimo,2023-02-28,6,1,5.205167,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,China,CHN,5.0,África do Sul,ZAF,6.0,15337.232772180001
698,6,20,31,14,3857.71,1653,2,350,Devolução internacional,Aéreo,2023-02-28,5,1,5.393704,Euro,Zona do Euro,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Noruega,NOR,10.0,20807.34585784
699,1,25,2,17,4768.88,66,3,351,Importação,Rodoviário,2023-02-28,9,1,0.727472,Yuan Chinês,China,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Argentina,ARG,1.0,3469.22667136
700,2,30,13,20,5679.05,479,4,352,Exportação,Ferroviário,2023-02-28,10,6,0.007349,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suíça,CHE,10.0,Canadá,CAN,3.0,41.73533845
701,3,35,24,23,6590.22,892,5,353,Transferência entre filiais,Multimodal,2023-02-28,15,1,0.006275,Peso Chileno,Chile,Real Brasileiro,Brasil,Singapura,SGP,4.0,Bolívia,BOL,7.0,41.3536305
702,4,40,35,26,7501.39,1305,6,354,Compra internacional,Courier Internacional,2023-02-28,18,1,1.499553,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Singapura,SGP,4.0,11248.73187867
703,5,5,6,29,8412.56,1718,1,349,Venda internacional,Marítimo,2023-02-28,6,1,5.205167,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,França,FRA,2.0,43788.77969752
704,6,10,17,32,9323.73,131,2,350,Devolução internacional,Aéreo,2023-02-28,5,1,5.393704,Euro,Zona do Euro,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Coreia do Sul,KOR,5.0,50289.43979591999
705,1,15,28,35,10234.9,544,3,351,Importação,Rodoviário,2023-02-28,9,1,0.727472,Yuan Chinês,China,Real Brasileiro,Brasil,China,CHN,5.0,Austrália,AUS,5.0,7445.6031728
706,2,20,39,38,11145.07,957,4,352,Exportação,Ferroviário,2023-02-28,10,6,0.007349,Iene Japonês,Japão,Dólar Americano,Estados Unidos,África do Sul,ZAF,6.0,Malásia,MYS,4.0,81.90511943
707,3,25,10,1,12056.24,1370,5,353,Transferência entre filiais,Multimodal,2023-02-28,15,1,0.006275,Peso Chileno,Chile,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Países Baixos,NLD,2.0,75.652906
708,4,30,21,4,12967.41,1783,6,354,Compra internacional,Courier Internacional,2023-02-28,18,1,1.499553,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Chile,CHL,7.0,19445.31856773
709,6,18,27,16,2983.67,1261,1,355,Devolução internacional,Marítimo,2023-03-01,6,1,5.193687,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Egito,EGY,8.0,15496.24809129
710,1,23,38,19,3894.84,1681,2,356,Importação,Aéreo,2023-03-01,5,1,5.386368,Euro,Zona do Euro,Real Brasileiro,Brasil,Colômbia,COL,7.0,Indonésia,IDN,4.0,20979.04154112
711,2,28,9,22,4805.01,101,3,357,Exportação,Rodoviário,2023-03-01,9,1,0.727739,Yuan Chinês,China,Real Brasileiro,Brasil,Austrália,AUS,5.0,Portugal,PRT,2.0,3496.79317239
712,3,33,20,25,5716.18,521,4,358,Transferência entre filiais,Ferroviário,2023-03-01,10,6,0.007366,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Dinamarca,DNK,2.0,África do Sul,ZAF,6.0,42.10538188
713,4,38,31,28,6627.35,941,5,359,Compra internacional,Multimodal,2023-03-01,15,1,0.006297,Peso Chileno,Chile,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Noruega,NOR,10.0,41.73242295
714,5,3,2,31,7538.52,1361,6,360,Venda internacional,Courier Internacional,2023-03-01,18,1,1.502937,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Argentina,ARG,1.0,11329.92063324
715,6,8,13,34,8449.69,1781,1,355,Devolução internacional,Marítimo,2023-03-01,6,1,5.193687,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Canadá,CAN,3.0,43885.04510703
716,1,13,24,37,9360.86,201,2,356,Importação,Aéreo,2023-03-01,5,1,5.386368,Euro,Zona do Euro,Real Brasileiro,Brasil,Canadá,CAN,3.0,Bolívia,BOL,7.0,50421.03675648
717,2,18,35,40,10271.03,621,3,357,Exportação,Rodoviário,2023-03-01,9,1,0.727739,Yuan Chinês,China,Real Brasileiro,Brasil,Índia,IND,6.0,Singapura,SGP,4.0,7474.6291011700005
718,3,23,6,3,11182.2,1041,4,358,Transferência entre filiais,Ferroviário,2023-03-01,10,6,0.007366,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Colômbia,COL,7.0,França,FRA,2.0,82.36808520000001
719,4,28,17,6,12093.37,1461,5,359,Compra internacional,Multimodal,2023-03-01,15,1,0.006297,Peso Chileno,Chile,Real Brasileiro,Brasil,Austrália,AUS,5.0,Coreia do Sul,KOR,5.0,76.15195089
720,5,33,28,9,13004.54,1881,6,360,Venda internacional,Courier Internacional,2023-03-01,18,1,1.502937,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Austrália,AUS,5.0,19545.00433398
721,1,21,34,21,3020.8,1282,1,361,Importação,Marítimo,2023-03-02,6,1,5.182402,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Turquia,TUR,,15654.9999616
722,2,26,5,24,3931.97,1709,2,362,Exportação,Aéreo,2023-03-02,5,1,5.379653,Euro,Zona do Euro,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Alemanha,DEU,2.0,21152.63420641
723,3,31,16,27,4842.14,136,3,363,Transferência entre filiais,Rodoviário,2023-03-02,9,1,0.728096,Yuan Chinês,China,Real Brasileiro,Brasil,Noruega,NOR,10.0,Japão,JPN,5.0,3525.54276544
724,4,36,27,30,5753.31,563,4,364,Compra internacional,Ferroviário,2023-03-02,10,6,0.007385,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Tailândia,THA,4.0,Egito,EGY,8.0,42.48819435
725,5,1,38,33,6664.48,990,5,365,Venda internacional,Multimodal,2023-03-02,15,1,0.006319,Peso Chileno,Chile,Real Brasileiro,Brasil,Brasil,BRA,1.0,Indonésia,IDN,4.0,42.11284912
726,6,6,9,36,7575.65,1417,6,366,Devolução internacional,Courier Internacional,2023-03-02,18,1,1.506134,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Portugal,PRT,2.0,11409.9440371
727,1,11,20,39,8486.82,1844,1,361,Importação,Marítimo,2023-03-02,6,1,5.182402,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bélgica,BEL,2.0,África do Sul,ZAF,6.0,43982.11294163999
728,2,16,31,2,9397.99,271,2,362,Exportação,Aéreo,2023-03-02,5,1,5.379653,Euro,Zona do Euro,Real Brasileiro,Brasil,Japão,JPN,5.0,Noruega,NOR,10.0,50557.925097470004
729,3,21,2,5,10308.16,698,3,363,Transferência entre filiais,Rodoviário,2023-03-02,9,1,0.728096,Yuan Chinês,China,Real Brasileiro,Brasil,Chile,CHL,7.0,Argentina,ARG,1.0,7505.330063359999
730,4,26,13,8,11219.33,1125,4,364,Compra internacional,Ferroviário,2023-03-02,10,6,0.007385,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Arábia Saudita,SAU,8.0,Canadá,CAN,3.0,82.85475205
731,5,31,24,11,12130.5,1552,5,365,Venda internacional,Multimodal,2023-03-02,15,1,0.006319,Peso Chileno,Chile,Real Brasileiro,Brasil,Noruega,NOR,10.0,Bolívia,BOL,7.0,76.6526295
732,6,36,35,14,13041.67,1979,6,366,Devolução internacional,Courier Internacional,2023-03-02,18,1,1.506134,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Singapura,SGP,4.0,19642.50260378
733,2,24,1,26,3057.93,1303,1,367,Exportação,Marítimo,2023-03-03,6,1,5.171347,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Brasil,BRA,1.0,15813.61713171
734,3,29,12,29,3968.1,1737,2,368,Transferência entre filiais,Aéreo,2023-03-03,5,1,5.37358,Euro,Zona do Euro,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Estados Unidos,USA,3.0,21322.902798
735,4,34,23,32,4879.27,171,3,369,Compra internacional,Rodoviário,2023-03-03,9,1,0.728542,Yuan Chinês,China,Real Brasileiro,Brasil,Turquia,TUR,,Colômbia,COL,7.0,3554.7531243400003
736,5,39,34,35,5790.44,605,4,370,Venda internacional,Ferroviário,2023-03-03,10,6,0.007405,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Malásia,MYS,4.0,Turquia,TUR,,42.878208199999996
737,6,4,5,38,6701.61,1039,5,371,Devolução internacional,Multimodal,2023-03-03,15,1,0.006341,Peso Chileno,Chile,Real Brasileiro,Brasil,Uruguai,URY,1.0,Alemanha,DEU,2.0,42.49490901
738,1,9,16,1,7612.78,1473,6,372,Importação,Courier Internacional,2023-03-03,18,1,1.509131,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Japão,JPN,5.0,11488.68229418
739,2,14,27,4,8523.95,1907,1,367,Exportação,Marítimo,2023-03-03,6,1,5.171347,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,México,MEX,3.0,Egito,EGY,8.0,44080.303260650006
740,3,19,38,7,9434.12,341,2,368,Transferência entre filiais,Aéreo,2023-03-03,5,1,5.37358,Euro,Zona do Euro,Real Brasileiro,Brasil,Rússia,RUS,6.0,Indonésia,IDN,4.0,50694.9985496
741,4,24,9,10,10345.29,775,3,369,Compra internacional,Rodoviário,2023-03-03,9,1,0.728542,Yuan Chinês,China,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Portugal,PRT,2.0,7536.978267180001
742,5,29,20,13,11256.46,1209,4,370,Venda internacional,Ferroviário,2023-03-03,10,6,0.007405,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Nova Zelândia,NZL,5.0,África do Sul,ZAF,6.0,83.35408629999999
743,6,34,31,16,12167.63,1643,5,371,Devolução internacional,Multimodal,2023-03-03,15,1,0.006341,Peso Chileno,Chile,Real Brasileiro,Brasil,Turquia,TUR,,Noruega,NOR,10.0,77.15494183
744,1,39,2,19,13078.8,77,6,372,Importação,Courier Internacional,2023-03-03,18,1,1.509131,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Argentina,ARG,1.0,19737.6225228
745,3,27,8,31,3094.06,1324,1,373,Transferência entre filiais,Marítimo,2023-03-04,6,1,5.160556,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Espanha,ESP,2.0,15967.06989736
746,4,32,19,34,4005.23,1765,2,374,Compra internacional,Aéreo,2023-03-04,5,1,5.368166,Euro,Zona do Euro,Real Brasileiro,Brasil,Suécia,SWE,2.0,Rússia,RUS,6.0,21500.739508180002
747,5,37,30,37,4916.4,206,3,375,Venda internacional,Rodoviário,2023-03-04,9,1,0.729075,Yuan Chinês,China,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Suíça,CHE,10.0,3584.42433
748,6,2,1,40,5827.57,647,4,376,Devolução internacional,Ferroviário,2023-03-04,10,6,0.007425,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Argentina,ARG,1.0,Brasil,BRA,1.0,43.269707249999996
749,1,7,12,3,6738.74,1088,5,377,Importação,Multimodal,2023-03-04,15,1,0.006363,Peso Chileno,Chile,Real Brasileiro,Brasil,Itália,ITA,2.0,Estados Unidos,USA,3.0,42.878602619999995
750,2,12,23,6,7649.91,1529,6,378,Exportação,Courier Internacional,2023-03-04,18,1,1.511917,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Colômbia,COL,7.0,11566.02897747
751,3,17,34,9,8560.08,1970,1,373,Transferência entre filiais,Marítimo,2023-03-04,6,1,5.160556,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Turquia,TUR,,44174.772204479996
752,4,22,5,12,9471.25,411,2,374,Compra internacional,Aéreo,2023-03-04,5,1,5.368166,Euro,Zona do Euro,Real Brasileiro,Brasil,Peru,PER,7.0,Alemanha,DEU,2.0,50843.242227500006
753,5,27,16,15,10382.42,852,3,375,Venda internacional,Rodoviário,2023-03-04,9,1,0.729075,Yuan Chinês,China,Real Brasileiro,Brasil,Egito,EGY,8.0,Japão,JPN,5.0,7569.5628615000005
754,6,32,27,18,11293.59,1293,4,376,Devolução internacional,Ferroviário,2023-03-04,10,6,0.007425,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suécia,SWE,2.0,Egito,EGY,8.0,83.85490575
755,1,37,38,21,12204.76,1734,5,377,Importação,Multimodal,2023-03-04,15,1,0.006363,Peso Chileno,Chile,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Indonésia,IDN,4.0,77.65888788
756,2,2,9,24,13115.93,175,6,378,Exportação,Courier Internacional,2023-03-04,18,1,1.511917,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Portugal,PRT,2.0,19830.19753781
757,4,30,15,36,3131.19,1345,1,379,Compra internacional,Marítimo,2023-03-05,6,1,5.150062,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,China,CHN,5.0,16125.82263378
758,5,35,26,39,4042.36,1793,2,380,Venda internacional,Aéreo,2023-03-05,5,1,5.363429,Euro,Zona do Euro,Real Brasileiro,Brasil,Singapura,SGP,4.0,Arábia Saudita,SAU,8.0,21680.91085244
759,6,40,37,2,4953.53,241,3,381,Devolução internacional,Rodoviário,2023-03-05,9,1,0.729693,Yuan Chinês,China,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Vietnã,VNM,4.0,3614.55616629
760,1,5,8,5,5864.7,689,4,382,Importação,Ferroviário,2023-03-05,10,6,0.007445,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Alemanha,DEU,2.0,Espanha,ESP,2.0,43.6626915
761,2,10,19,8,6775.87,1137,5,383,Exportação,Multimodal,2023-03-05,15,1,0.006384,Peso Chileno,Chile,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Rússia,RUS,6.0,43.25715408
762,3,15,30,11,7686.04,1585,6,384,Transferência entre filiais,Courier Internacional,2023-03-05,18,1,1.514481,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,China,CHN,5.0,Suíça,CHE,10.0,11640.361545239999
763,4,20,1,14,8597.21,33,1,379,Compra internacional,Marítimo,2023-03-05,6,1,5.150062,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Brasil,BRA,1.0,44276.164527019995
764,5,25,12,17,9508.38,481,2,380,Venda internacional,Aéreo,2023-03-05,5,1,5.363429,Euro,Zona do Euro,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Estados Unidos,USA,3.0,50997.52103501999
765,6,30,23,20,10419.55,929,3,381,Devolução internacional,Rodoviário,2023-03-05,9,1,0.729693,Yuan Chinês,China,Real Brasileiro,Brasil,Suíça,CHE,10.0,Colômbia,COL,7.0,7603.07269815
766,1,35,34,23,11330.72,1377,4,382,Importação,Ferroviário,2023-03-05,10,6,0.007445,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Singapura,SGP,4.0,Turquia,TUR,,84.3572104
767,2,40,5,26,12241.89,1825,5,383,Exportação,Multimodal,2023-03-05,15,1,0.006384,Peso Chileno,Chile,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Alemanha,DEU,2.0,78.15222576
768,3,5,16,29,13152.06,273,6,384,Transferência entre filiais,Courier Internacional,2023-03-05,18,1,1.514481,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Japão,JPN,5.0,19918.54498086
769,5,33,22,1,3168.32,1366,1,385,Venda internacional,Marítimo,2023-03-06,6,1,5.139898,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Peru,PER,7.0,16284.84163136
770,6,38,33,4,4079.49,1821,2,386,Devolução internacional,Aéreo,2023-03-06,5,1,5.359381,Euro,Zona do Euro,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Dinamarca,DNK,2.0,21863.54119569
771,1,3,4,7,4990.66,276,3,387,Importação,Rodoviário,2023-03-06,9,1,0.730396,Yuan Chinês,China,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Uruguai,URY,1.0,3645.1581013600003
772,2,8,15,10,5901.83,731,4,388,Exportação,Ferroviário,2023-03-06,10,6,0.007467,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Espanha,ESP,2.0,China,CHN,5.0,44.068964609999995
773,3,13,26,13,6812.0,1186,5,389,Transferência entre filiais,Multimodal,2023-03-06,15,1,0.006405,Peso Chileno,Chile,Real Brasileiro,Brasil,Canadá,CAN,3.0,Arábia Saudita,SAU,8.0,43.63086
774,4,18,37,16,7723.17,1641,6,390,Compra internacional,Courier Internacional,2023-03-06,18,1,1.516814,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Vietnã,VNM,4.0,11714.61238038
775,5,23,8,19,8634.34,96,1,385,Venda internacional,Marítimo,2023-03-06,6,1,5.139898,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Colômbia,COL,7.0,Espanha,ESP,2.0,44379.62689732
776,6,28,19,22,9545.51,551,2,386,Devolução internacional,Aéreo,2023-03-06,5,1,5.359381,Euro,Zona do Euro,Real Brasileiro,Brasil,Austrália,AUS,5.0,Rússia,RUS,6.0,51158.02492931
777,1,33,30,25,10456.68,1006,3,387,Importação,Rodoviário,2023-03-06,9,1,0.730396,Yuan Chinês,China,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Suíça,CHE,10.0,7637.517245280001
778,2,38,1,28,11367.85,1461,4,388,Exportação,Ferroviário,2023-03-06,10,6,0.007467,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Indonésia,IDN,4.0,Brasil,BRA,1.0,84.88373595
779,3,3,12,31,12278.02,1916,5,389,Transferência entre filiais,Multimodal,2023-03-06,15,1,0.006405,Peso Chileno,Chile,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Estados Unidos,USA,3.0,78.6407181
780,4,8,23,34,13189.19,371,6,390,Compra internacional,Courier Internacional,2023-03-06,18,1,1.516814,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Colômbia,COL,7.0,20005.548040660004
781,6,36,29,6,3205.45,1387,1,391,Devolução internacional,Marítimo,2023-03-07,6,1,5.130094,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Nova Zelândia,NZL,5.0,16444.2598123
782,1,1,40,9,4116.62,1849,2,392,Importação,Aéreo,2023-03-07,5,1,5.356035,Euro,Zona do Euro,Real Brasileiro,Brasil,Brasil,BRA,1.0,Nigéria,NGA,9.0,22048.760801700002
783,2,6,11,12,5027.79,311,3,393,Exportação,Rodoviário,2023-03-07,9,1,0.73118,Yuan Chinês,China,Real Brasileiro,Brasil,França,FRA,2.0,Bélgica,BEL,2.0,3676.2194922000003
784,3,11,22,15,5938.96,773,4,394,Transferência entre filiais,Ferroviário,2023-03-07,10,6,0.007488,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bélgica,BEL,2.0,Peru,PER,7.0,44.47093248
785,4,16,33,18,6849.13,1235,5,395,Compra internacional,Multimodal,2023-03-07,15,1,0.006426,Peso Chileno,Chile,Real Brasileiro,Brasil,Japão,JPN,5.0,Dinamarca,DNK,2.0,44.012509380000004
786,5,21,4,21,7760.3,1697,6,396,Venda internacional,Courier Internacional,2023-03-07,18,1,1.518905,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Uruguai,URY,1.0,11787.158471499999
787,6,26,15,24,8671.47,159,1,391,Devolução internacional,Marítimo,2023-03-07,6,1,5.130094,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,China,CHN,5.0,44485.45621817999
788,1,31,26,27,9582.64,621,2,392,Importação,Aéreo,2023-03-07,5,1,5.356035,Euro,Zona do Euro,Real Brasileiro,Brasil,Noruega,NOR,10.0,Arábia Saudita,SAU,8.0,51324.9552324
789,2,36,37,30,10493.81,1083,3,393,Exportação,Rodoviário,2023-03-07,9,1,0.73118,Yuan Chinês,China,Real Brasileiro,Brasil,Tailândia,THA,4.0,Vietnã,VNM,4.0,7672.8639958
790,3,1,8,33,11404.98,1545,4,394,Transferência entre filiais,Ferroviário,2023-03-07,10,6,0.007488,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Brasil,BRA,1.0,Espanha,ESP,2.0,85.40049024
791,4,6,19,36,12315.15,7,5,395,Compra internacional,Multimodal,2023-03-07,15,1,0.006426,Peso Chileno,Chile,Real Brasileiro,Brasil,França,FRA,2.0,Rússia,RUS,6.0,79.1371539
792,5,11,30,39,13226.32,469,6,396,Venda internacional,Courier Internacional,2023-03-07,18,1,1.518905,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Suíça,CHE,10.0,20089.523579599998
793,1,39,36,11,3242.58,1408,1,397,Importação,Marítimo,2023-03-08,6,1,5.120681,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Tailândia,THA,4.0,16604.21779698
794,2,4,7,14,4153.75,1877,2,398,Exportação,Aéreo,2023-03-08,5,1,5.353399,Euro,Zona do Euro,Real Brasileiro,Brasil,Uruguai,URY,1.0,Itália,ITA,2.0,22236.68109625
795,3,9,18,17,5064.92,346,3,399,Transferência entre filiais,Rodoviário,2023-03-08,9,1,0.732043,Yuan Chinês,China,Real Brasileiro,Brasil,Portugal,PRT,2.0,Índia,IND,6.0,3707.73923156
